"surveywave","state_id","school_id","n_pup_id","pupil_id","treatment","n_panel_pup_wt","strata","fpc_school","fpc_pupil","n_panel_pup","outcome_pt","n_att_reason_pt","consent","able_to_hear","able_to_speak","Sex","Grade","Age","language","language_other","able_to_see","able_to_write","E1_EXAMPLE","E1A","E1B","E1C","E1D","E2_EXAMPLE","E2A","E2B","E2C","E2D","E13_START","E13A","E17_START","E17A","E17B","E17C","M15A","M16_START","M16A","M16B","M17_START","M17A","S7_START","S7A","S8A","S10_START","S10A","S10B","S10C","S10D","S17_a","S17_b","S17_c","S17_d","S17_e","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B11_other","B12","B13_a","B13_b","B13_c","B13_d","B13_e","B13_w","B13_y","B14A","B14B","B14C","B14D","B14E","B15","B16","B17","B18","B19","B20","B21A","B21B","B23","B24","B25","B26","B27A","B27B","B30","B31","B31A","B31B","n_E_raw_p","n_E_max_p","n_E_pc_p","n_M_raw_p","n_M_max_p","n_M_pc_p","n_S_raw_p","n_S_max_p","n_S_pc_p","n_E_wpm","n_E_dog","n_M_add_3_digit","n_M_add_3_digit_carry","n_M_three_quarters","n_M_multiply","n_S_magnet"
2,1,176,1763,3,1,0.148475661873817,181,0.363636374473572,0.8,1,1,,1,1,1,2,4,-8,6,,1,1,1,2,3,2,2,1,1,2,2,2,1,2,2,,,,1,1,2,2,1,2,1,1,3,1,2,2,1,1,2,2,1,2,2,16,7,1,1,2,1,1,1,2,1,,1,2,2,1,1,1,2,2,,,-8,-8,-8,4,1,1,,-8,,2,1,1,,-8,,2,1,,,,,8.39999961853027,49,17.1428565979004,9,29,31.0344829559326,22,50,44,2,0,0,0,100,0,0
2,1,176,1764,4,1,0.148475661873817,181,0.363636374473572,0.8,1,1,,1,1,1,2,4,12,6,,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,,,,1,1,2,2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2,11,3,1,-8,,1,1,1,2,1,,2,2,2,1,1,1,2,2,,,3,2,-8,2,1,1,,-8,,2,2,1,,1,1,1,1,,,,,16,49,32.6530609130859,17,29,58.6206893920898,30,50,60,0,0,0,0,100,0,100
2,1,176,1765,5,1,0.148475661873817,181,0.363636374473572,0.8,1,1,,1,1,1,2,4,-8,6,,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,,,,2,1,2,2,1,2,1,2,3,1,2,1,2,2,2,2,1,2,2,12,1,1,1,1,1,1,1,2,1,,1,2,2,2,2,1,2,2,,,,,-8,2,1,2,1,,,,,2,1,,,,,-8,,2,1,11,49,22.4489803314209,3,29,10.3448276519775,17,50,34,0,0,0,0,0,0,0
2,1,176,1766,6,1,0.148475661873817,181,0.363636374473572,0.8,1,1,,1,1,1,1,4,-8,6,,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,,,,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,14,6,1,1,2,4,1,1,2,1,,2,1,2,1,2,1,2,2,3,,4,,-8,3,1,1,,-8,,2,2,1,,2,,1,2,,,,,8.19999980926514,49,16.7346935272217,8,29,27.5862064361572,31,50,62,1,0,0,0,100,0,100
2,1,176,1767,7,1,0.148475661873817,181,0.363636374473572,0.8,1,1,,1,1,1,1,4,12,6,,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,,,,1,1,2,2,1,1,1,1,2,1,1,1,2,3,2,2,1,2,2,7,3,1,1,-8,1,1,1,2,1,,2,1,2,1,2,1,2,2,4,,4,,2,2,1,1,,-8,,2,1,1,,1,1,1,1,,,,,24,49,48.9795913696289,13,29,44.8275871276855,33,50,66,0,0,0,0,100,100,0
2,1,176,1768,8,1,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,180,1801,1,1,1.32356250286102,181,0.363636374473572,0.0769230769230769,1,1,,1,1,1,1,4,14,6,,1,1,1,2,2,3,1,1,1,1,1,2,1,2,2,,,,2,1,1,2,1,1,1,1,2,1,1,1,1,3,2,2,1,2,2,13,1,1,1,2,3,1,1,1,,,2,1,2,1,1,1,2,2,4,,3,1,2,3,1,1,,1,1,1,1,1,,1,1,1,1,,,,,11,49,22.4489803314209,15,29,51.7241363525391,29,50,58,5,0,100,0,0,100,0
2,1,180,1802,2,1,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,180,1803,3,1,1.32356250286102,181,0.363636374473572,0.0769230769230769,1,1,,1,1,1,1,4,13,6,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,,,,1,1,1,2,1,2,1,1,2,1,2,1,1,3,2,2,2,2,1,16,6,1,2,,3,1,1,2,1,,2,2,2,2,2,2,1,2,,,,,,4,1,2,1,,,,,1,,1,1,1,1,,,,,15,49,30.6122455596924,15,29,51.7241363525391,31,50,62,10,0,100,0,100,0,0
2,1,180,1804,4,1,1.32356250286102,181,0.363636374473572,0.0769230769230769,1,1,,1,1,1,2,4,11,6,,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,,,,1,1,2,2,1,2,1,1,2,1,2,1,1,3,2,2,2,2,1,8,4,1,1,2,1,1,1,2,1,,2,2,2,1,2,2,2,2,,,5,,,4,1,1,,1,2,2,2,2,2,,,,,,,,,8,49,16.326530456543,8,29,27.5862064361572,19,50,38,0,0,0,0,100,0,0
2,1,180,1805,5,1,1.32356250286102,181,0.363636374473572,0.0769230769230769,1,1,,1,1,1,2,4,13,6,,1,1,1,3,2,2,3,1,2,2,1,2,1,2,2,,,,3,1,3,3,1,3,1,1,2,1,2,1,2,2,2,2,1,2,2,8,4,1,1,2,1,1,2,2,1,,2,2,2,2,2,2,1,2,,,,,,2,1,1,,1,1,2,1,1,,1,1,1,1,,,,,8,49,16.326530456543,7,29,24.1379318237305,26,50,52,0,0,0,0,0,0,0
2,1,180,1806,6,1,1.32356250286102,181,0.363636374473572,0.0769230769230769,1,1,,1,1,1,1,4,11,6,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,10,2,2,1,3,3,1,1,2,1,,2,2,2,1,1,2,2,2,,,5,7,,5,1,1,,1,1,1,1,1,,1,1,1,1,,,,,20.6000003814697,49,42.0408172607422,13,29,44.8275871276855,29,50,58,18,0,100,0,100,0,0
2,1,180,1807,7,1,1.32356250286102,181,0.363636374473572,0.0769230769230769,1,1,,1,1,1,2,4,10,6,,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,,,,1,1,2,2,1,2,1,2,3,1,2,1,2,3,2,2,1,2,2,18,8,1,1,2,1,1,1,2,1,,2,2,2,2,2,1,2,2,,,,,5,5,1,1,,1,1,1,1,1,,1,1,1,1,,,,,9,49,18.3673477172852,9,29,31.0344829559326,25,50,50,0,0,0,0,100,0,0
2,1,180,1808,8,1,1.32356250286102,181,0.363636374473572,0.0769230769230769,1,1,,1,1,1,2,4,11,6,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,,,,1,1,1,2,1,2,1,3,2,1,1,1,1,2,2,2,1,2,2,10,3,2,1,3,3,1,1,2,1,,2,2,2,1,1,1,2,2,,,1,1,13,2,1,1,,1,1,1,1,1,,1,1,1,1,,,,,13.6000003814697,49,27.7551021575928,13,29,44.8275871276855,29,50,58,3,0,100,0,100,0,0
2,1,181,1811,1,0,1.88295483589172,180,0.333333343267441,0.0516129032258065,1,1,,1,1,1,1,4,15,6,,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,13,5,1,1,3,3,1,1,1,,,2,2,2,2,2,2,1,2,,,,,,4,1,1,,1,1,1,1,1,,1,1,1,1,,,,,26,49,53.0612258911133,13,29,44.8275871276855,35,50,70,20,100,100,0,100,0,100
2,1,181,1812,2,0,1.88295483589172,180,0.333333343267441,0.0516129032258065,1,1,,1,1,1,1,4,12,6,,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,,,,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,29,10,1,1,2,1,2,1,1,,,2,2,2,2,2,1,2,2,,,,,5,3,1,1,,1,1,1,1,2,1,,,,,,,,,17,49,34.6938781738281,13,29,44.8275871276855,32,50,64,20,0,100,0,100,0,100
2,1,181,1813,3,0,1.88295483589172,180,0.333333343267441,0.0516129032258065,1,1,,1,1,1,2,4,11,6,,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,,,,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,10,3,1,1,3,3,1,1,1,,,2,2,2,2,2,2,1,2,,,,,,4,1,1,,1,1,1,1,1,,1,1,1,1,,,,,16.7999992370605,49,34.2857131958008,11,29,37.9310340881348,29,50,58,14,0,100,0,100,0,0
2,1,181,1814,4,0,1.88295483589172,180,0.333333343267441,0.0516129032258065,1,1,,1,1,1,2,4,13,6,,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,,,,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,2,15,4,1,1,3,3,1,1,2,1,,2,2,2,2,2,2,1,2,,,,,,6,1,1,,1,1,1,1,1,,1,1,1,1,,,,,15.8000001907349,49,32.2448997497559,13,29,44.8275871276855,32,50,64,4,0,100,0,100,0,0
2,1,181,1815,5,0,1.88295483589172,180,0.333333343267441,0.0516129032258065,1,1,,1,1,1,2,4,12,6,,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,,,,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,15,11,1,1,3,3,1,1,1,,,2,2,2,2,2,2,1,2,,,,,,3,1,1,,1,1,1,1,1,,1,2,1,1,,,,,17,49,34.6938781738281,11,29,37.9310340881348,22,50,44,0,0,100,0,100,0,100
2,1,181,1816,6,0,1.88295483589172,180,0.333333343267441,0.0516129032258065,1,1,,1,1,1,1,4,13,6,,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,,,,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,2,2,8,3,1,1,3,3,2,1,2,1,,2,2,2,2,2,2,1,2,,,,,,4,1,2,1,,,,,1,,1,1,1,1,,,,,15,49,30.6122455596924,13,29,44.8275871276855,34,50,68,0,0,0,0,100,0,0
2,1,181,1817,7,0,1.88295483589172,180,0.333333343267441,0.0516129032258065,1,1,,1,1,1,2,4,11,6,,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,3,1,1,2,1,1,2,1,2,1,1,1,1,2,9,3,1,1,3,3,1,1,1,,,2,2,2,2,2,1,2,2,,,,,2,5,1,1,,1,1,1,1,3,,1,1,1,1,,,,,28,49,57.1428565979004,18,29,62.0689659118652,32,50,64,25,0,100,0,100,0,0
2,1,181,1818,8,0,1.88295483589172,180,0.333333343267441,0.0516129032258065,1,1,,1,1,1,2,4,12,6,,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,,,,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2,14,5,1,1,3,1,2,1,1,,,1,2,2,1,2,1,2,2,,,1,,1,4,1,1,,1,1,1,1,1,,1,1,1,1,,,,,9,49,18.3673477172852,7,29,24.1379318237305,27,50,54,0,0,100,0,100,0,100
2,1,183,1831,1,0,1.1338222026825,180,0.333333343267441,0.114285714285714,1,1,,1,1,1,1,4,12,6,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,,,,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,10,5,1,1,3,3,1,1,2,1,,2,2,2,2,2,1,2,2,,,,,10,4,1,1,,1,1,1,1,1,,1,1,1,1,,,,,22.6000003814697,49,46.1224479675293,11,29,37.9310340881348,34,50,68,23,0,100,0,0,0,0
2,1,183,1832,2,0,1.1338222026825,180,0.333333343267441,0.114285714285714,1,1,,1,1,1,1,4,11,6,,1,1,1,2,2,2,1,1,2,2,2,1,1,3,2,,,,2,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,2,2,18,6,1,1,3,3,1,1,1,,,2,1,2,2,2,1,2,2,1,,,,5,5,1,1,,1,1,1,1,1,,1,1,1,1,,,,,9.19999980926514,49,18.7755088806152,11,29,37.9310340881348,33,50,66,1,0,0,0,0,0,0
2,1,183,1833,3,0,1.1338222026825,180,0.333333343267441,0.114285714285714,1,1,,1,1,1,1,4,12,6,,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,7,5,1,1,3,3,1,1,2,1,,2,2,2,2,2,2,1,2,,,,,,2,1,1,,1,1,1,1,1,,1,1,1,1,,,,,23,49,46.9387741088867,12,29,41.3793106079102,33,50,66,25,0,100,0,100,0,0
2,1,183,1834,4,0,1.1338222026825,180,0.333333343267441,0.114285714285714,1,1,,1,1,1,2,4,-8,6,,1,1,1,1,2,3,2,1,1,2,2,1,1,2,2,,,,1,1,1,2,1,2,1,1,2,1,1,1,1,3,1,1,1,1,2,8,5,1,1,3,4,1,1,2,1,,2,2,2,1,2,2,2,2,,,1,,,2,1,1,,2,,2,1,1,,1,1,1,1,,,,,8.39999961853027,49,17.1428565979004,11,29,37.9310340881348,32,50,64,2,0,100,0,100,0,0
2,1,183,1835,5,0,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,183,1836,6,0,1.1338222026825,180,0.333333343267441,0.114285714285714,1,1,,1,1,1,2,4,12,6,,1,1,1,1,3,2,1,1,1,2,1,1,1,2,2,,,,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,2,2,15,6,1,1,3,2,1,1,1,,,1,2,2,2,2,1,2,2,,,,,10,2,1,1,,-8,,1,2,1,,1,1,1,1,,,,,8.19999980926514,49,16.7346935272217,12,29,41.3793106079102,28,50,56,1,0,0,0,100,0,0
2,1,183,1837,7,0,1.1338222026825,180,0.333333343267441,0.114285714285714,1,1,,1,1,1,1,4,-8,6,,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2,,,,2,1,3,3,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,15,7,1,1,3,1,1,1,1,,,2,1,2,1,1,1,2,2,3,,10,10,3,5,1,1,,1,1,1,1,1,,2,,1,1,,,,,6,49,12.2448978424072,8,29,27.5862064361572,27,50,54,0,0,0,0,0,0,100
2,1,183,1838,8,0,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,186,1861,1,0,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,186,1862,2,0,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,186,1863,3,0,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,186,1864,4,0,0.25915938615799,180,0.333333343267441,1,1,1,,1,1,1,2,4,-8,5,,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,,,,2,1,2,2,1,2,1,2,2,1,1,1,2,2,2,2,1,2,2,6,3,2,1,2,1,1,1,2,2,,,1,2,1,1,1,2,2,-8,,-8,-8,8,2,1,1,,-8,,2,2,1,,-8,,2,2,,,,,7,49,14.2857141494751,1,29,3.44827580451965,19,50,38,0,0,0,0,0,0,0
2,1,186,1865,5,0,,,,,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,186,1866,6,0,,,,,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,186,1867,7,0,0.25915938615799,180,0.333333343267441,1,1,1,,1,1,1,2,4,-8,5,,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,,,,2,1,3,3,1,3,1,1,3,1,2,1,2,2,2,2,1,2,2,7,3,2,1,2,1,1,1,2,2,,,1,2,1,1,1,2,2,-8,,-8,-8,-8,3,1,1,,2,,2,2,1,,1,1,1,1,,,,,6,49,12.2448978424072,4,29,13.7931032180786,22,50,44,0,0,0,0,0,0,0
2,1,186,1868,8,0,0.25915938615799,180,0.333333343267441,1,1,1,,1,1,1,1,3,-8,5,,1,1,1,2,2,2,1,1,2,2,2,1,1,2,2,,,,1,1,1,1,1,2,1,3,1,1,1,1,1,3,2,2,1,2,2,4,1,2,2,,1,1,2,2,2,,,1,2,1,1,1,2,2,41,,10,11,5,2,1,1,,2,,2,2,1,,2,,2,2,,,,,7.80000019073486,49,15.9183673858643,13,29,44.8275871276855,34,50,68,4,0,100,100,100,0,100
2,1,189,1891,1,0,1.74932587146759,180,0.333333343267441,0.0634920634920635,1,1,,1,1,1,2,4,12,6,,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,,,,1,1,2,2,1,3,1,1,1,1,2,1,1,1,2,2,1,2,2,17,5,1,1,3,1,1,1,2,1,,2,2,1,1,2,1,2,2,,7,1,,4,5,1,1,,1,1,1,1,1,,1,1,1,1,,,,,9,49,18.3673477172852,8,29,27.5862064361572,34,50,68,0,100,0,0,100,0,100
2,1,189,1892,2,0,1.74932587146759,180,0.333333343267441,0.0634920634920635,1,1,,1,1,1,2,4,11,6,,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,,,,1,1,2,2,1,3,1,1,1,1,2,1,1,1,2,2,2,2,1,10,5,1,1,2,2,1,1,1,,,2,2,1,2,2,1,2,2,,2,,,1,6,1,1,,1,1,1,1,1,,1,1,1,1,,,,,14,49,28.5714282989502,12,29,41.3793106079102,34,50,68,0,100,0,0,100,0,100
2,1,189,1893,3,0,1.74932587146759,180,0.333333343267441,0.0634920634920635,1,1,,1,1,1,2,4,13,6,,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,,,,1,1,2,2,1,3,1,1,1,1,2,1,1,1,2,2,1,2,2,13,6,1,1,2,2,1,1,1,,,2,2,2,2,2,1,2,2,,,,,2,7,1,1,,-8,,1,1,1,,1,1,1,1,,,,,15,49,30.6122455596924,15,29,51.7241363525391,36,50,72,0,0,0,0,100,0,100
2,1,189,1894,4,0,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,189,1895,5,0,1.74932587146759,180,0.333333343267441,0.0634920634920635,1,1,,1,1,1,1,4,12,6,,1,1,1,2,2,2,1,1,1,1,1,2,1,1,2,,,,1,1,2,2,1,3,1,1,1,1,1,1,1,1,2,1,2,1,2,13,8,1,1,3,2,1,1,1,,,2,2,2,1,1,1,2,2,,,2,3,5,5,1,1,,1,1,1,1,1,,1,1,1,1,,,,,14,49,28.5714282989502,15,29,51.7241363525391,36,50,72,0,100,0,0,100,0,100
2,1,189,1896,6,0,1.74932587146759,180,0.333333343267441,0.0634920634920635,1,1,,1,1,1,1,4,12,6,,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,,,,1,1,2,2,1,2,1,3,2,1,2,1,1,1,2,2,2,2,1,12,5,1,1,2,3,1,2,2,1,,2,2,2,1,1,1,2,2,,,3,2,6,4,1,2,1,,,,,1,,1,1,1,1,,,,,13,49,26.5306129455566,8,29,27.5862064361572,31,50,62,0,0,0,0,100,0,0
2,1,189,1897,7,0,1.74932587146759,180,0.333333343267441,0.0634920634920635,1,1,,1,1,1,1,4,16,6,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,2,7,3,1,1,-8,3,1,1,2,1,,2,2,2,1,1,1,2,2,,,4,3,2,4,1,1,,1,1,1,1,1,,1,1,1,1,,,,,17.2000007629395,49,35.1020431518555,20,29,68.9655151367188,36,50,72,1,0,100,0,100,0,0
2,1,189,1898,8,0,1.74932587146759,180,0.333333343267441,0.0634920634920635,1,1,,1,1,1,1,4,11,6,,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,16,9,1,1,2,3,1,1,1,,,2,2,2,2,2,1,2,2,,,,,2,4,1,1,,-8,,1,1,1,,1,1,1,1,,,,,29.3999996185303,49,60,22,29,75.8620681762695,43,50,86,22,100,100,0,100,0,100
2,1,194,1941,1,1,2.38102698326111,190,0.333333343267441,0.054421768707483,1,1,,1,1,1,2,4,12,6,,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,,,,2,1,2,2,1,2,1,2,2,1,2,2,2,3,2,2,1,2,2,12,5,1,1,2,1,1,1,1,,,2,2,2,2,2,2,1,2,,,,,,2,1,1,,1,1,1,1,1,,1,1,1,1,,,,,6,49,12.2448978424072,6,29,20.6896553039551,22,50,44,0,0,0,0,0,0,0
2,1,194,1942,2,1,2.38102698326111,190,0.333333343267441,0.054421768707483,1,1,,1,1,1,2,4,11,6,,1,1,1,1,3,3,2,1,1,2,2,1,1,2,2,,,,1,1,2,2,1,2,1,1,3,1,2,2,2,3,2,2,1,2,2,11,2,1,1,3,1,2,1,2,1,,2,2,2,1,2,1,2,2,,,3,,4,3,1,1,,1,1,1,1,1,,1,1,1,1,,,,,8,49,16.326530456543,10,29,34.4827575683594,22,50,44,0,0,0,0,100,0,0
2,1,194,1943,3,1,2.38102698326111,190,0.333333343267441,0.054421768707483,1,1,,1,1,1,1,4,12,6,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,,,,1,1,1,2,1,2,1,1,2,1,1,2,2,3,2,2,1,2,2,8,1,2,1,2,1,2,1,2,1,,2,1,2,1,1,1,2,2,2,,6,5,9,5,1,1,,1,1,1,1,1,,1,1,1,1,,,,,11.3999996185303,49,23.2653045654297,14,29,48.2758636474609,28,50,56,7,0,100,0,100,0,0
2,1,194,1944,4,1,2.38102698326111,190,0.333333343267441,0.054421768707483,1,1,,1,1,1,1,4,13,6,,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,,,,1,1,1,2,1,2,1,2,3,1,2,2,1,3,2,2,2,2,1,12,3,1,1,2,1,1,1,2,1,,2,1,2,1,1,2,2,2,2,,5,2,,3,1,1,,1,1,2,2,1,,1,1,2,2,,,,,5.19999980926514,49,10.6122446060181,9,29,31.0344829559326,28,50,56,1,0,100,0,100,0,0
2,1,194,1945,5,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,194,1946,6,1,2.38102698326111,190,0.333333343267441,0.054421768707483,1,1,,1,1,1,2,4,10,6,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,19,7,1,1,3,3,1,1,1,,,1,2,2,1,2,2,2,2,,,3,,,10,1,1,,1,1,1,1,1,,1,1,1,1,,,,,17.2000007629395,49,35.1020431518555,18,29,62.0689659118652,31,50,62,6,0,100,100,100,0,0
2,1,194,1947,7,1,2.38102698326111,190,0.333333343267441,0.054421768707483,1,1,,1,1,1,1,4,10,6,,1,1,1,2,3,3,1,1,1,1,1,1,1,2,2,,,,1,1,1,1,1,2,1,1,2,1,2,2,2,3,1,1,1,1,2,12,1,1,1,2,1,1,1,2,1,,2,2,2,1,2,1,2,2,,,3,,6,3,1,1,,1,1,1,1,1,,1,1,1,1,,,,,16.7999992370605,49,34.2857131958008,13,29,44.8275871276855,25,50,50,14,0,100,100,100,0,0
2,1,194,1948,8,1,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,196,1961,1,1,0.161974608898163,190,0.333333343267441,0.8,1,1,,1,1,1,2,3,-8,6,,1,1,1,1,2,2,1,1,2,2,2,2,1,3,2,,,,2,1,2,3,1,2,1,2,1,1,2,1,1,2,2,2,2,2,1,9,5,2,2,,3,1,1,2,1,,2,1,2,1,1,1,2,2,2,,1,4,1,4,1,2,2,,,,,1,,-8,,1,2,,,,,7.19999980926514,49,14.6938772201538,7,29,24.1379318237305,30,50,60,1,0,0,0,0,0,100
2,1,196,1962,2,1,0.161974608898163,190,0.333333343267441,0.8,1,1,,1,1,1,2,3,-8,6,,1,1,1,1,2,2,2,1,1,1,2,2,1,3,2,,,,2,1,2,2,1,3,1,1,2,1,2,1,1,2,2,2,2,2,1,4,2,2,1,3,2,1,1,2,1,,2,1,2,1,1,2,2,2,2,,1,8,,2,1,1,,1,1,1,1,1,,1,1,1,1,,,,,9,49,18.3673477172852,5,29,17.2413787841797,24,50,48,5,0,0,0,0,0,0
2,1,196,1963,3,1,0.161974608898163,190,0.333333343267441,0.8,1,1,,1,1,1,2,3,-8,6,,1,1,1,1,2,1,2,1,2,2,2,2,1,3,2,,,,2,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,1,2,2,7,4,2,1,3,4,1,1,2,1,,2,1,2,1,1,1,2,2,4,,5,10,13,2,1,1,,1,1,1,1,1,,1,1,1,1,,,,,6,49,12.2448978424072,6,29,20.6896553039551,21,50,42,0,0,0,0,0,0,0
2,1,196,1964,4,1,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,196,1965,5,1,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,196,1966,6,1,0.161974608898163,190,0.333333343267441,0.8,1,1,,1,1,1,1,3,-8,6,,1,1,1,1,2,2,1,1,1,1,1,1,1,3,2,,,,2,1,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,7,4,2,1,3,1,2,1,2,1,,2,1,2,1,1,1,2,2,5,,7,5,5,5,1,1,,2,,1,2,1,,1,1,1,1,,,,,14.1999998092651,49,28.9795913696289,7,29,24.1379318237305,23,50,46,11,0,0,0,0,0,0
